ぜんこくNo.,名前,名前(フォルム),英語名,タイプ1,タイプ2,HP,攻撃,防御,特攻,特防,素早さ,とくせい1,とくせい2,夢特性
378,レジアイス,レジアイス,Regice,こおり,,80,50,100,100,200,50,クリアボディ,,*アイスボディ
379,レジスチル,レジスチル,Registeel,はがね,,80,75,150,75,150,50,クリアボディ,,*ライトメタル
380,ラティアス,ラティアス,Latias,ドラゴン,エスパー,80,80,90,110,130,110,ふゆう,,
381,ラティオス,ラティオス,Latios,ドラゴン,エスパー,80,90,80,130,110,110,ふゆう,,
382,カイオーガ,カイオーガ,Kyogre,みず,,100,100,90,150,140,90,あめふらし,,
383,グラードン,グラードン,Groudon,じめん,,100,150,140,100,90,90,ひでり,,
384,レックウザ,レックウザ,Rayquaza,ドラゴン,ひこう,105,150,90,150,90,95,エアロック,,
385,ジラーチ,ジラーチ,Jirachi,はがね,エスパー,100,100,100,100,100,100,てんのめぐみ,,
386,デオキシス,デオキシス(ノーマルフォルム),Deoxys,エスパー,,50,150,50,150,50,150,プレッシャー,,
386,デオキシス,デオキシス(アタックフォルム),Deoxys,エスパー,,50,180,20,180,20,150,プレッシャー,,
386,デオキシス,デオキシス(ディフェンスフォルム),Deoxys,エスパー,,50,70,160,70,160,90,プレッシャー,,
386,デオキシス,デオキシス(スピードフォルム),Deoxys,エスパー,,50,95,90,95,90,180,プレッシャー,,
387,ナエトル,ナエトル,Turtwig,くさ,,55,68,64,45,55,31,しんりょく,,*シェルアーマー
388,ハヤシガメ,ハヤシガメ,Grotle,くさ,,75,89,85,55,65,36,しんりょく,,*シェルアーマー
389,ドダイトス,ドダイトス,Torterra,くさ,じめん,95,109,105,75,85,56,しんりょく,,*シェルアーマー
390,ヒコザル,ヒコザル,Chimchar,ほのお,,44,58,44,58,44,61,もうか,,*てつのこぶし
391,モウカザル,モウカザル,Monferno,ほのお,かくとう,64,78,52,78,52,81,もうか,,*てつのこぶし
392,ゴウカザル,ゴウカザル,Infernape,ほのお,かくとう,76,104,71,104,71,108,もうか,,*てつのこぶし
393,ポッチャマ,ポッチャマ,Piplup,みず,,53,51,53,61,56,40,げきりゅう,,*まけんき
394,ポッタイシ,ポッタイシ,Prinplup,みず,,64,66,68,81,76,50,げきりゅう,,*まけんき
395,エンペルト,エンペルト,Empoleon,みず,はがね,84,86,88,111,101,60,げきりゅう,,*まけんき
396,ムックル,ムックル,Starly,ノーマル,ひこう,40,55,30,30,30,60,するどいめ,,*すてみ
397,ムクバード,ムクバード,Staravia,ノーマル,ひこう,55,75,50,40,40,80,いかく,,*すてみ
398,ムクホーク,ムクホーク,Staraptor,ノーマル,ひこう,85,120,70,50,60,100,いかく,,*すてみ
399,ビッパ,ビッパ,Bidoof,ノーマル,,59,45,40,35,40,31,たんじゅん,てんねん,*ムラっけ
400,ビーダル,ビーダル,Bibarel,ノーマル,みず,79,85,60,55,60,71,たんじゅん,てんねん,*ムラっけ
401,コロボーシ,コロボーシ,Kricketot,むし,,37,25,41,25,41,25,だっぴ,,*にげあし
402,コロトック,コロトック,Kricketune,むし,,77,85,51,55,51,65,むしのしらせ,,*テクニシャン
403,コリンク,コリンク,Shinx,でんき,,45,65,34,40,34,45,とうそうしん,いかく,*こんじょう
404,ルクシオ,ルクシオ,Luxio,でんき,,60,85,49,60,49,60,とうそうしん,いかく,*こんじょう
405,レントラー,レントラー,Luxray,でんき,,80,120,79,95,79,70,とうそうしん,いかく,*こんじょう
408,ズガイドス,ズガイドス,Cranidos,いわ,,67,125,40,30,30,58,かたやぶり,,*ちからずく
409,ラムパルド,ラムパルド,Rampardos,いわ,,97,165,60,65,50,58,かたやぶり,,*ちからずく
410,タテトプス,タテトプス,Shieldon,いわ,はがね,30,42,118,42,88,30,がんじょう,,*ぼうおん
411,トリデプス,トリデプス,Bastiodon,いわ,はがね,60,52,168,47,138,30,がんじょう,,*ぼうおん
412,ミノムッチ,ミノムッチ,Burmy,むし,,40,29,45,29,45,36,だっぴ,,*ぼうじん
413,ミノマダム,ミノマダム(くさきのミノ),Wormadam,むし,くさ,60,59,85,79,105,36,きけんよち,,*ぼうじん
413,ミノマダム,ミノマダム(すなちのミノ),Wormadam,むし,じめん,60,79,105,59,85,36,きけんよち,,*ぼうじん
413,ミノマダム,ミノマダム(ゴミのミノ),Wormadam,むし,はがね,60,69,95,69,95,36,きけんよち,,*ぼうじん
414,ガーメイル,ガーメイル,Mothim,むし,ひこう,70,94,50,94,50,66,むしのしらせ,,*いろめがね
417,パチリス,パチリス,Pachirisu,でんき,,60,45,70,45,90,95,にげあし,ものひろい,*ちくでん
418,ブイゼル,ブイゼル,Buizel,みず,,55,65,35,60,30,85,すいすい,,*みずのベール
419,フローゼル,フローゼル,Floatzel,みず,,85,105,55,85,50,115,すいすい,,*みずのベール
424,エテボース,エテボース,Ambipom,ノーマル,,75,100,66,60,66,115,テクニシャン,ものひろい,*スキルリンク
427,ミミロル,ミミロル,Buneary,ノーマル,,55,66,44,44,56,85,にげあし,ぶきよう,*じゅうなん
428,ミミロップ,ミミロップ,Lopunny,ノーマル,,65,76,84,54,96,105,メロメロボディ,ぶきよう,*じゅうなん
429,ムウマージ,ムウマージ,Mismagius,ゴースト,,60,60,60,105,105,105,ふゆう,,
430,ドンカラス,ドンカラス,Honchkrow,あく,ひこう,100,125,52,105,52,71,ふみん,きょううん,*じしんかじょう
431,ニャルマー,ニャルマー,Glameow,ノーマル,,49,55,42,42,37,85,じゅうなん,マイペース,*するどいめ
432,ブニャット,ブニャット,Purugly,ノーマル,,71,82,64,64,59,112,あついしぼう,マイペース,*まけんき
433,リーシャン,リーシャン,Chingling,エスパー,,45,30,50,65,50,45,ふゆう,,
440,ピンプク,ピンプク,Happiny,ノーマル,,100,5,5,15,65,30,しぜんかいふく,てんのめぐみ,*フレンドガード
441,ペラップ,ペラップ,Chatot,ノーマル,ひこう,76,65,45,92,42,91,するどいめ,ちどりあし,*はとむね
442,ミカルゲ,ミカルゲ,Spiritomb,ゴースト,あく,50,92,108,92,108,35,プレッシャー,,*すりぬけ
443,フカマル,フカマル,Gible,ドラゴン,じめん,58,70,45,40,45,42,すながくれ,,*さめはだ
444,ガバイト,ガバイト,Gabite,ドラゴン,じめん,68,90,65,50,55,82,すながくれ,,*さめはだ
445,ガブリアス,ガブリアス,Garchomp,ドラゴン,じめん,108,130,95,80,85,102,すながくれ,,*さめはだ
455,マスキッパ,マスキッパ,Carnivine,くさ,,74,100,72,90,72,46,ふゆう,,
456,ケイコウオ,ケイコウオ,Finneon,みず,,49,49,56,49,61,66,すいすい,よびみず,*みずのベール
457,ネオラント,ネオラント,Lumineon,みず,,69,69,76,69,86,91,すいすい,よびみず,*みずのベール
462,ジバコイル,ジバコイル,Magnezone,でんき,はがね,70,70,115,130,90,60,じりょく,がんじょう,*アナライズ
463,ベロベルト,ベロベルト,Lickilicky,ノーマル,,110,85,95,80,95,50,マイペース,どんかん,*ノーてんき
465,モジャンボ,モジャンボ,Tangrowth,くさ,,100,100,125,110,50,50,ようりょくそ,リーフガード,*さいせいりょく
466,エレキブル,エレキブル,Electivire,でんき,,75,123,67,95,85,95,でんきエンジン,,*やるき
467,ブーバーン,ブーバーン,Magmortar,ほのお,,75,95,67,125,95,83,ほのおのからだ,,*やるき
472,グライオン,グライオン,Gliscor,じめん,ひこう,75,95,125,45,75,95,かいりきバサミ,すながくれ,*ポイズンヒール
474,ポリゴンZ,ポリゴンZ,Porygon-Z,ノーマル,,85,80,70,135,75,90,てきおうりょく,ダウンロード,*アナライズ
476,ダイノーズ,ダイノーズ,Probopass,いわ,はがね,60,55,145,75,150,40,がんじょう,じりょく,*すなのちから
480,ユクシー,ユクシー,Uxie,エスパー,,75,75,130,75,130,95,ふゆう,,
481,エムリット,エムリット,Mesprit,エスパー,,80,105,105,105,105,80,ふゆう,,
482,アグノム,アグノム,Azelf,エスパー,,75,125,70,125,70,115,ふゆう,,
483,ディアルガ,ディアルガ,Dialga,はがね,ドラゴン,100,120,120,150,100,90,プレッシャー,,*テレパシー
484,パルキア,パルキア,Palkia,みず,ドラゴン,90,120,100,150,120,100,プレッシャー,,*テレパシー
485,ヒードラン,ヒードラン,Heatran,ほのお,はがね,91,90,106,130,106,77,もらいび,,*ほのおのからだ
486,レジギガス,レジギガス,Regigigas,ノーマル,,110,160,110,80,110,100,スロースタート,,
487,ギラティナ,ギラティナ(アナザーフォルム),Giratina,ゴースト,ドラゴン,150,100,120,100,120,90,プレッシャー,,*テレパシー
487,ギラティナ,ギラティナ(オリジンフォルム),Giratina,ゴースト,ドラゴン,150,120,100,120,100,90,ふゆう,,
488,クレセリア,クレセリア,Cresselia,エスパー,,120,70,120,75,130,85,ふゆう,,
489,フィオネ,フィオネ,Phione,みず,,80,80,80,80,80,80,うるおいボディ,,
490,マナフィ,マナフィ,Manaphy,みず,,100,100,100,100,100,100,うるおいボディ,,
491,ダークライ,ダークライ,Darkrai,あく,,70,90,90,135,90,125,ナイトメア,,
492,シェイミ,シェイミ(ランドフォルム),Shaymin,くさ,,100,100,100,100,100,100,しぜんかいふく,,
492,シェイミ,シェイミ(スカイフォルム),Shaymin,くさ,ひこう,100,103,75,120,75,127,てんのめぐみ,,
493,アルセウス,アルセウス,Arceus,ノーマル,,120,120,120,120,120,120,マルチタイプ,,
494,ビクティニ,ビクティニ,Victini,エスパー,ほのお,100,100,100,100,100,100,しょうりのほし,,
495,ツタージャ,ツタージャ,Snivy,くさ,,45,45,55,45,55,63,しんりょく,,*あまのじゃく
496,ジャノビー,ジャノビー,Servine,くさ,,60,60,75,60,75,83,しんりょく,,*あまのじゃく
497,ジャローダ,ジャローダ,Serperior,くさ,,75,75,95,75,95,113,しんりょく,,*あまのじゃく
498,ポカブ,ポカブ,Tepig,ほのお,,65,63,45,45,45,45,もうか,,*あついしぼう
499,チャオブー,チャオブー,Pignite,ほのお,かくとう,90,93,55,70,55,55,もうか,,*あついしぼう
500,エンブオー,エンブオー,Emboar,ほのお,かくとう,110,123,65,100,65,65,もうか,,*すてみ
501,ミジュマル,ミジュマル,Oshawott,みず,,55,55,45,63,45,45,げきりゅう,,*シェルアーマー
502,フタチマル,フタチマル,Dewott,みず,,75,75,60,83,60,60,げきりゅう,,*シェルアーマー
503,ダイケンキ,ダイケンキ,Samurott,みず,,95,100,85,108,70,70,げきりゅう,,*シェルアーマー
504,ミネズミ,ミネズミ,Patrat,ノーマル,,45,55,39,35,39,42,にげあし,するどいめ,*アナライズ
505,ミルホッグ,ミルホッグ,Watchog,ノーマル,,60,85,69,60,69,77,はっこう,するどいめ,*アナライズ
506,ヨーテリー,ヨーテリー,Lillipup,ノーマル,,45,60,45,25,45,55,やるき,ものひろい,*にげあし
507,ハーデリア,ハーデリア,Herdier,ノーマル,,65,80,65,35,65,60,いかく,すなかき,*きもったま
508,ムーランド,ムーランド,Stoutland,ノーマル,,85,110,90,45,90,80,いかく,すなかき,*きもったま
511,ヤナップ,ヤナップ,Pansage,くさ,,50,53,48,53,48,64,くいしんぼう,,*しんりょく
512,ヤナッキー,ヤナッキー,Simisage,くさ,,75,98,63,98,63,101,くいしんぼう,,*しんりょく
513,バオップ,バオップ,Pansear,ほのお,,50,53,48,53,48,64,くいしんぼう,,*もうか
514,バオッキー,バオッキー,Simisear,ほのお,,75,98,63,98,63,101,くいしんぼう,,*もうか
515,ヒヤップ,ヒヤップ,Panpour,みず,,50,53,48,53,48,64,くいしんぼう,,*げきりゅう
516,ヒヤッキー,ヒヤッキー,Simipour,みず,,75,98,63,98,63,101,くいしんぼう,,*げきりゅう
522,シママ,シママ,Blitzle,でんき,,45,60,32,50,32,76,ひらいしん,でんきエンジン,*そうしょく
523,ゼブライカ,ゼブライカ,Zebstrika,でんき,,75,100,63,80,63,116,ひらいしん,でんきエンジン,*そうしょく
531,タブンネ,タブンネ,Audino,ノーマル,,103,60,86,60,86,50,いやしのこころ,さいせいりょく,*ぶきよう
540,クルミル,クルミル,Sewaddle,むし,くさ,45,53,70,40,60,42,むしのしらせ,ようりょくそ,*ぼうじん
541,クルマユ,クルマユ,Swadloon,むし,くさ,55,63,90,50,80,42,リーフガード,ようりょくそ,*ぼうじん
542,ハハコモリ,ハハコモリ,Leavanny,むし,くさ,75,103,80,70,80,92,むしのしらせ,ようりょくそ,*ぼうじん
543,フシデ,フシデ,Venipede,むし,どく,30,45,59,30,39,57,どくのトゲ,むしのしらせ,*かそく
544,ホイーガ,ホイーガ,Whirlipede,むし,どく,40,55,99,40,79,47,どくのトゲ,むしのしらせ,*かそく
545,ペンドラー,ペンドラー,Scolipede,むし,どく,60,100,89,55,69,112,どくのトゲ,むしのしらせ,*かそく
548,チュリネ,チュリネ,Petilil,くさ,,45,35,50,70,50,30,ようりょくそ,マイペース,*リーフガード
549,ドレディア,ドレディア,Lilligant,くさ,,70,60,75,110,75,90,ようりょくそ,マイペース,*リーフガード
551,メグロコ,メグロコ,Sandile,じめん,あく,50,72,35,35,35,65,いかく,じしんかじょう,*いかりのつぼ
552,ワルビル,ワルビル,Krokorok,じめん,あく,60,82,45,45,45,74,いかく,じしんかじょう,*いかりのつぼ
553,ワルビアル,ワルビアル,Krookodile,じめん,あく,95,117,80,65,70,92,いかく,じしんかじょう,*いかりのつぼ
554,ダルマッカ,ダルマッカ(通常),Darumaka,ほのお,,70,90,45,15,45,50,はりきり,,*せいしんりょく
555,ヒヒダルマ,ヒヒダルマ(ノーマルモード),Darmanitan,ほのお,,105,140,55,30,55,95,ちからずく,,*ダルマモード
555,ヒヒダルマ,ヒヒダルマ(ダルマモード),Darmanitan,ほのお,エスパー,105,30,105,140,105,55,ちからずく,,*ダルマモード
564,プロトーガ,プロトーガ,Tirtouga,みず,いわ,54,78,103,53,45,22,ハードロック,がんじょう,*すいすい
565,アバゴーラ,アバゴーラ,Carracosta,みず,いわ,74,108,133,83,65,32,ハードロック,がんじょう,*すいすい
566,アーケン,アーケン,Archen,いわ,ひこう,55,112,45,74,45,70,よわき,,
567,アーケオス,アーケオス,Archeops,いわ,ひこう,75,140,65,112,65,110,よわき,,
570,ゾロア,ゾロア,Zorua,あく,,40,65,40,80,40,65,イリュージョン,,
571,ゾロアーク,ゾロアーク,Zoroark,あく,,60,105,60,120,60,105,イリュージョン,,
580,コアルヒー,コアルヒー,Ducklett,みず,ひこう,62,44,50,44,50,55,するどいめ,はとむね,*うるおいボディ
581,スワンナ,スワンナ,Swanna,みず,ひこう,75,87,63,87,63,98,するどいめ,はとむね,*うるおいボディ
585,シキジカ,シキジカ,Deerling,ノーマル,くさ,60,60,50,40,50,75,ようりょくそ,そうしょく,*てんのめぐみ
586,メブキジカ,メブキジカ,Sawsbuck,ノーマル,くさ,80,100,70,60,70,95,ようりょくそ,そうしょく,*てんのめぐみ
587,エモンガ,エモンガ,Emolga,でんき,ひこう,55,75,60,75,60,103,せいでんき,,*でんきエンジン
590,タマゲタケ,タマゲタケ,Foongus,くさ,どく,69,55,45,55,55,15,ほうし,,*さいせいりょく
591,モロバレル,モロバレル,Amoonguss,くさ,どく,114,85,70,85,80,30,ほうし,,*さいせいりょく
594,ママンボウ,ママンボウ,Alomomola,みず,,165,75,80,40,45,65,いやしのこころ,うるおいボディ,*さいせいりょく
602,シビシラス,シビシラス,Tynamo,でんき,,35,55,40,45,40,60,ふゆう,,
603,シビビール,シビビール,Eelektrik,でんき,,65,85,70,75,70,40,ふゆう,,
604,シビルドン,シビルドン,Eelektross,でんき,,85,115,80,105,80,50,ふゆう,,
615,フリージオ,フリージオ,Cryogonal,こおり,,80,50,50,95,135,105,ふゆう,,
619,コジョフー,コジョフー,Mienfoo,かくとう,,45,85,50,55,50,65,せいしんりょく,さいせいりょく,*すてみ
620,コジョンド,コジョンド,Mienshao,かくとう,,65,125,60,95,60,105,せいしんりょく,さいせいりょく,*すてみ
621,クリムガン,クリムガン,Druddigon,ドラゴン,,77,120,90,60,90,48,さめはだ,ちからずく,*かたやぶり
626,バッフロン,バッフロン,Bouffalant,ノーマル,,95,110,95,40,95,55,すてみ,そうしょく,*ぼうおん
636,メラルバ,メラルバ,Larvesta,むし,ほのお,55,85,55,50,55,60,ほのおのからだ,,*むしのしらせ
637,ウルガモス,ウルガモス,Volcarona,むし,ほのお,85,60,65,135,105,100,ほのおのからだ,,*むしのしらせ
638,コバルオン,コバルオン,Cobalion,はがね,かくとう,91,90,129,90,72,108,せいぎのこころ,,
639,テラキオン,テラキオン,Terrakion,いわ,かくとう,91,129,90,72,90,108,せいぎのこころ,,
640,ビリジオン,ビリジオン,Virizion,くさ,かくとう,91,90,72,90,129,108,せいぎのこころ,,
641,トルネロス,トルネロス(けしんフォルム),Tornadus,ひこう,,79,115,70,125,80,111,いたずらごころ,,*まけんき
641,トルネロス,トルネロス(れいじゅうフォルム),Tornadus,ひこう,,79,100,80,110,90,121,さいせいりょく,,
642,ボルトロス,ボルトロス(けしんフォルム),Thundurus,でんき,ひこう,79,115,70,125,80,111,いたずらごころ,,*まけんき
642,ボルトロス,ボルトロス(れいじゅうフォルム),Thundurus,でんき,ひこう,79,105,70,145,80,101,ちくでん,,
643,レシラム,レシラム,Reshiram,ドラゴン,ほのお,100,120,100,150,120,90,ターボブレイズ,,
644,ゼクロム,ゼクロム,Zekrom,ドラゴン,でんき,100,150,120,120,100,90,テラボルテージ,,
645,ランドロス,ランドロス(けしんフォルム),Landorus,じめん,ひこう,89,125,90,115,80,101,すなのちから,,*ちからずく
645,ランドロス,ランドロス(れいじゅうフォルム),Landorus,じめん,ひこう,89,145,90,105,80,91,いかく,,
646,キュレム,キュレム(通常),Kyurem,ドラゴン,こおり,125,130,90,130,90,95,プレッシャー,,
646,キュレム,キュレム(ホワイトキュレム),Kyurem,ドラゴン,こおり,125,120,90,170,100,95,ターボブレイズ,,
646,キュレム,キュレム(ブラックキュレム),Kyurem,ドラゴン,こおり,125,170,100,120,90,95,テラボルテージ,,
647,ケルディオ,ケルディオ(いつものすがた),Keldeo,みず,かくとう,91,72,90,129,90,108,せいぎのこころ,,
647,ケルディオ,ケルディオ(かくごのすがた),Keldeo,みず,かくとう,91,72,90,129,90,108,せいぎのこころ,,
648,メロエッタ,メロエッタ(ボイスフォルム),Meloetta,ノーマル,エスパー,100,77,77,128,128,90,てんのめぐみ,,
648,メロエッタ,メロエッタ(ステップフォルム),Meloetta,ノーマル,かくとう,100,128,90,77,77,128,てんのめぐみ,,
649,ゲノセクト,ゲノセクト,Genesect,むし,はがね,71,120,95,120,95,99,ダウンロード,,
650,ハリマロン,ハリマロン,Chespin,くさ,,56,61,65,48,45,38,しんりょく,,*ぼうだん
651,ハリボーグ,ハリボーグ,Quilladin,くさ,,61,78,95,56,58,57,しんりょく,,*ぼうだん
652,ブリガロン,ブリガロン,Chesnaught,くさ,かくとう,88,107,122,74,75,64,しんりょく,,*ぼうだん
653,フォッコ,フォッコ,Fennekin,ほのお,,40,45,40,62,60,60,もうか,,*マジシャン
654,テールナー,テールナー,Braixen,ほのお,,59,59,58,90,70,73,もうか,,*マジシャン
655,マフォクシー,マフォクシー,Delphox,ほのお,エスパー,75,69,72,114,100,104,もうか,,*マジシャン
656,ケロマツ,ケロマツ,Froakie,みず,,41,56,40,62,44,71,げきりゅう,,*へんげんじざい
657,ゲコガシラ,ゲコガシラ,Frogadier,みず,,54,63,52,83,56,97,げきりゅう,,*へんげんじざい
658,ゲッコウガ,ゲッコウガ(通常),Greninja,みず,あく,72,95,67,103,71,122,げきりゅう,,*へんげんじざい
658,ゲッコウガ,ゲッコウガ(サトシゲッコウガ),Greninja,みず,あく,72,145,67,153,71,132,きずなへんげ,,
661,ヤヤコマ,ヤヤコマ,Fletchling,ノーマル,ひこう,45,50,43,40,38,62,はとむね,,*はやてのつばさ
662,ヒノヤコマ,ヒノヤコマ,Fletchinder,ほのお,ひこう,62,73,55,56,52,84,ほのおのからだ,,*はやてのつばさ
663,ファイアロー,ファイアロー,Talonflame,ほのお,ひこう,78,81,71,74,69,126,ほのおのからだ,,*はやてのつばさ
664,コフキムシ,コフキムシ,Scatterbug,むし,,38,35,40,27,25,35,りんぷん,ふくがん,*フレンドガード
665,コフーライ,コフーライ,Spewpa,むし,,45,22,60,27,30,29,だっぴ,,*フレンドガード
666,ビビヨン,ビビヨン,Vivillon,むし,ひこう,80,52,50,90,50,89,りんぷん,ふくがん,*フレンドガード
667,シシコ,シシコ,Litleo,ほのお,ノーマル,62,50,58,73,54,72,とうそうしん,きんちょうかん,*じしんかじょう
668,カエンジシ,カエンジシ,Pyroar,ほのお,ノーマル,86,68,72,109,66,106,とうそうしん,きんちょうかん,*じしんかじょう
669,フラベベ,フラベベ,Flabebe,フェアリー,,44,38,39,61,79,42,フラワーベール,,*きょうせい
670,フラエッテ,フラエッテ,Floette,フェアリー,,54,45,47,75,98,52,フラワーベール,,*きょうせい
671,フラージェス,フラージェス,Florges,フェアリー,,78,65,68,112,154,75,フラワーベール,,*きょうせい
672,メェークル,メェークル,Skiddo,くさ,,66,65,48,62,57,52,そうしょく,,*くさのけがわ
673,ゴーゴート,ゴーゴート,Gogoat,くさ,,123,100,62,97,81,68,そうしょく,,*くさのけがわ
676,トリミアン,トリミアン,Furfrou,ノーマル,,75,80,60,65,90,102,ファーコート,,
690,クズモー,クズモー,Skrelp,どく,みず,50,60,60,60,60,30,どくのトゲ,どくしゅ,*てきおうりょく
691,ドラミドロ,ドラミドロ,Dragalge,どく,ドラゴン,65,75,90,97,123,44,どくのトゲ,どくしゅ,*てきおうりょく
692,ウデッポウ,ウデッポウ,Clauncher,みず,,50,53,62,58,63,44,メガランチャー,,
693,ブロスター,ブロスター,Clawitzer,みず,,71,73,88,120,89,59,メガランチャー,,
696,チゴラス,チゴラス,Tyrunt,いわ,ドラゴン,58,89,77,45,45,48,がんじょうあご,,*がんじょう
697,ガチゴラス,ガチゴラス,Tyrantrum,いわ,ドラゴン,82,121,119,69,59,71,がんじょうあご,,*いしあたま
698,アマルス,アマルス,Amaura,いわ,こおり,77,59,50,67,63,46,フリーズスキン,,*ゆきふらし
699,アマルルガ,アマルルガ,Aurorus,いわ,こおり,123,77,72,99,92,58,フリーズスキン,,*ゆきふらし
702,デデンネ,デデンネ,Dedenne,でんき,フェアリー,67,58,57,81,67,101,ほおぶくろ,ものひろい,*プラス
703,メレシー,メレシー,Carbink,いわ,フェアリー,50,50,150,50,150,50,クリアボディ,,*がんじょう
707,クレッフィ,クレッフィ,Klefki,はがね,フェアリー,57,80,91,80,87,75,いたずらごころ,,*マジシャン
716,ゼルネアス,ゼルネアス,Xerneas,フェアリー,,126,131,95,131,98,99,フェアリーオーラ,,
717,イベルタル,イベルタル,Yveltal,あく,ひこう,126,131,95,131,98,99,ダークオーラ,,
718,ジガルデ,ジガルデ(50%フォルム),Zygarde,ドラゴン,じめん,108,100,121,81,95,95,オーラブレイク,,
718,ジガルデ,ジガルデ(10%フォルム),Zygarde,ドラゴン,じめん,54,100,71,61,85,115,オーラブレイク,,
718,ジガルデ,ジガルデ(パーフェクトフォルム),Zygarde,ドラゴン,じめん,216,100,121,91,95,85,スワームチェンジ,,
719,ディアンシー,ディアンシー,Diancie,いわ,フェアリー,50,100,150,100,150,50,クリアボディ,,
720,フーパ,フーパ(いましめられしフーパ),Hoopa,エスパー,ゴースト,80,110,60,150,130,70,マジシャン,,
720,フーパ,フーパ(ときはなたれしフーパ),Hoopa,エスパー,あく,80,160,60,170,130,80,マジシャン,,
721,ボルケニオン,ボルケニオン,Volcanion,ほのお,みず,80,110,120,130,90,70,ちょすい,,
722,モクロー,モクロー,Rowlet,くさ,ひこう,68,55,55,50,50,42,しんりょく,,*えんかく
723,フクスロー,フクスロー,Dartrix,くさ,ひこう,78,75,75,70,70,52,しんりょく,,*えんかく
724,ジュナイパー,ジュナイパー,Decidueye,くさ,ゴースト,78,107,75,100,100,70,しんりょく,,*えんかく
725,ニャビー,ニャビー,Litten,ほのお,,45,65,40,60,40,70,もうか,,*いかく
726,ニャヒート,ニャヒート,Torracat,ほのお,,65,85,50,80,50,90,もうか,,*いかく
727,ガオガエン,ガオガエン,Incineroar,ほのお,あく,95,115,90,80,90,60,もうか,,*いかく
728,アシマリ,アシマリ,Popplio,みず,,50,54,54,66,56,40,げきりゅう,,*うるおいボイス
729,オシャマリ,オシャマリ,Brionne,みず,,60,69,69,91,81,50,げきりゅう,,*うるおいボイス
730,アシレーヌ,アシレーヌ,Primarina,みず,フェアリー,80,74,74,126,116,60,げきりゅう,,*うるおいボイス
731,ツツケラ,ツツケラ,Pikipek,ノーマル,ひこう,35,75,30,30,30,65,するどいめ,スキルリンク,*ものひろい
732,ケララッパ,ケララッパ,Trumbeak,ノーマル,ひこう,55,85,50,40,50,75,するどいめ,スキルリンク,*ものひろい
733,ドデカバシ,ドデカバシ,Toucannon,ノーマル,ひこう,80,120,75,75,75,60,するどいめ,スキルリンク,*ちからずく
734,ヤングース,ヤングース,Yungoos,ノーマル,,48,70,30,30,30,45,はりこみ,がんじょうあご,*てきおうりょく
735,デカグース,デカグース,Gumshoos,ノーマル,,88,110,60,55,60,45,はりこみ,がんじょうあご,*てきおうりょく
739,マケンカニ,マケンカニ,Crabrawler,かくとう,,47,82,57,42,47,63,かいりきバサミ,てつのこぶし,*いかりのつぼ
740,ケケンカニ,ケケンカニ,Crabominable,かくとう,こおり,97,132,77,62,67,43,かいりきバサミ,てつのこぶし,*いかりのつぼ
741,オドリドリ,オドリドリ(めらめら),Oricorio,ほのお,ひこう,75,70,70,98,70,93,おどりこ,,
741,オドリドリ,オドリドリ(ぱちぱち),Oricorio,でんき,ひこう,75,70,70,98,70,93,おどりこ,,
741,オドリドリ,オドリドリ(ふらふら),Oricorio,エスパー,ひこう,75,70,70,98,70,93,おどりこ,,
741,オドリドリ,オドリドリ(まいまい),Oricorio,ゴースト,ひこう,75,70,70,98,70,93,おどりこ,,
744,イワンコ,イワンコ,Rockruff,いわ,,45,65,40,30,40,60,するどいめ,やるき,*ふくつのこころ
745,ルガルガン,ルガルガン(まひるのすがた),Lycanroc,いわ,,75,115,65,55,65,112,するどいめ,すなかき,*ふくつのこころ
745,ルガルガン,ルガルガン(まよなかのすがた),Lycanroc,いわ,,85,115,75,55,75,82,するどいめ,やるき,*ノーガード
745,ルガルガン,ルガルガン(たそがれのすがた),Lycanroc,いわ,,75,117,65,55,65,110,かたいツメ,,
753,カリキリ,カリキリ,Fomantis,くさ,,40,55,35,50,35,35,リーフガード,,*あまのじゃく
754,ラランテス,ラランテス,Lurantis,くさ,,70,105,90,80,90,45,リーフガード,,*あまのじゃく
764,キュワワー,キュワワー,Comfey,フェアリー,,51,52,90,82,110,100,フラワーベール,ヒーリングシフト,*しぜんかいふく
769,スナバァ,スナバァ,Sandygast,ゴースト,じめん,55,55,80,70,45,15,みずがため,,*すながくれ
770,シロデスナ,シロデスナ,Palossand,ゴースト,じめん,85,75,110,100,75,35,みずがため,,*すながくれ
774,メテノ,メテノ(りゅうせいのすがた),Minior,いわ,ひこう,60,60,100,60,100,60,リミットシールド,,
774,メテノ,メテノ(コア),Minior,いわ,ひこう,60,100,60,100,60,120,リミットシールド,,
775,ネッコアラ,ネッコアラ,Komala,ノーマル,,65,115,65,75,95,65,ぜったいねむり,,
779,ハギギシリ,ハギギシリ,Bruxish,みず,エスパー,68,105,70,70,70,92,ビビッドボディ,がんじょうあご,*ミラクルスキン
785,カプ・コケコ,カプ・コケコ,Tapu Koko,でんき,フェアリー,70,115,85,95,75,130,エレキメイカー,,*テレパシー
786,カプ・テテフ,カプ・テテフ,Tapu Lele,エスパー,フェアリー,70,85,75,130,115,95,サイコメイカー,,*テレパシー
787,カプ・ブルル,カプ・ブルル,Tapu Bulu,くさ,フェアリー,70,130,115,85,95,75,グラスメイカー,,*テレパシー
